	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
	cruciaal		bnw*	cruciale; crucialer, cruciaalst*	B2*		
de	crypte		znw*	crypten; cryptetje*	B2*		
	cryptisch		bnw*	cryptische; cryptischer, /*	B2*		
het	CS					centraal station	
	culinair		bnw*	culinaire; culinairder, culinairst*	B2*		
	cultureel		bnw*	culturele; cultureler, cultureelst*	B1*		
de	cultuur		znw*	culturen; cultuurtje*	A2		
	cum laude		znw; bw*	*	B2*		
de	cup		znw*	cups; cupje*	B2*	bh-maat	
de	cup		znw*	cups; cupje*	B2*	beker	
de	curatele		znw*	/; /*	B2*		
de	curator		znw*	curatoren; /*	B2*		
	curieus		bnw*	curieuze; curieuzer, curieust*	B2*		
het	curriculum vitae		znw*	curricula vitae; /*	B2*		
	cursief		bnw; znw*	cursieve; cursiever, cursiefst*	B2*		
de	cursist		znw*	cursisten; /*	A2*		
de	cursiste		znw*	cursistes; /*	A2*		
de	cursor		znw*	cursoren; /*	B2*		
de	cursus		znw*	cursussen; cursusje*	A2		
de	cv		znw; znw*	cv's; /*	B1*		
het	cv		znw; znw*	cv's; /*	B1*		
de	cv-ketel		znw*	cv-ketels; /*	B1*		
de	cycloon		znw*	cyclonen; cycloontje*	B2*		
de	cycloop		znw*	cyclopen; cycloopje*	B2*		
de	cyclus		znw*	cyclussen; cyclusje*	B2*		
	cynisch		bnw*	cynische; cynischer, /*	B2*		
