	Lemma	Fonetisch	Woordsoort	Vormen	ERK	Synoniem of definitie	Voorbeeldzin	Count
de	angst		znw		B1	schrik; bang gevoel		668
	angstaanjagend							669
	angstig		bnw		B1	bang en nerveus		670
	angstvallig							671
de	anijs							672
de/het	animo							673
de	anjer							674
het	anker							675
	annex							676
	anno					in het jaar		677
	annuleren							678
	anoniem							679
het	ANP							680
de	ansichtkaart		znw					681
de	antenne							682
	anti							683
het	antibioticum							684
	anticiperen							685
de	anticonceptie							686
de	anticonceptiepil							687
het	antidepressivum							688
	antiek		bnw		B1			689
het	antiek							690
het	antigifcentrum							691
de	antiheld		znw					692
de	antipathie							693
	antipathiek		bnw			onsympathiek		694
de	antiquair							695
het	antwoord		znw		A1	↔ vraag	Het antwoord op vraag 11 is “C”.	696
het	antwoordapparaat							697
	antwoorden		ww		A2	antwoord geven		698
de	anus							699
de	ANWB							700
de	AOW							701
	apart		bnw		A2	niet samen		702
het	apenstaartje					symbool: @		703
het	aperitief							704
de	apin							705
de	apk							706
de	apotheek		znw		A2	waar je medicamenten koopt	Ik koop Ibuprofen bij de apotheek.	707
de	app							708
het	apparaat		znw		A2	toestel, machine		709
de	apparatuur							710
het	appartement		znw		B1	flat	Woon je in een appartement?	711
het	appartementsgebouw							712
de	appel		znw		A2	rond fruit: 🍏	Boris eet elke dag een appel.	713
het	appel							714
de	appelflap							715
de	appelmoes							716
de	appelsien					(BE) groot rond oranje fruit: 🍊		717
	appeltje, eitje					gemakkelijk		718
	appen							719
	april		znw		A1	4de maand		720
de	aquarel							721
het	aquarium		znw			bak met water voor bv. vissen, waterplanten, ...		722
het	aquarium		znw			gebouw met grote aquaria, soort waterdierentuin		722
de	ara		znw			soort papegaai		723
de	Arabier		znw					724
	Arabisch		bnw					725
	Aramees		bnw					726
de	arbeid		znw		A2	werk, vaak hard en/of fysiek		727
de	arbeider		znw		A2	persoon die (vaak fysiek) werk doet		728
het	arbeidsbureau							729
het	arbeidshof							730
de	arbeidsmarkt							731
de	arbeidsomstandigheden							732
	arbeidsongeschikt							733
de	arbeidsrechtbank							734
de	arbeidsvoorwaarden							735
de	arbiter							736
het	Arbitragehof					(BE)		737
de	arbodienst					(NL)		738
	arceren		ww			vullen of inkleuren met parallelle lijntjes		739
de	archeologie		znw					740
	archeologisch		bnw					741
de	archeoloog		znw					742
het	archetype		znw					743
het	archief		znw					744
de	architect		znw					745
de	architectuur		znw					746
de	are		znw					747
de	arena							748
de	arend		znw					749
	argeloos							750
het	argument		znw		B1	reden in een discussie		751
de	argumentatie							752
de	argusogen							753
de	argwaan							754
	argwanen							755
	arm		bnw		A2	niet rijk		756
de	arm		znw		A1	↔ been		757
de	armband							758
	armetierig		bnw					759
de	armoe							760
de	armoede							761
	armoedig		bnw					762
	armzalig		bnw					763
het	aroma							764
	aromatisch							765
het	arrangement							766
	arrangeren							767
het	arrest							768
de	arrestant							769
	arresteren							770
	arriveren							771
	arrogant							772
het	arrondissement							773
	articuleren							774
de	artiest							775
het	artikel		znw		A2	stuk in een krant of magazine		776
het	artikel		znw		A2	product in een winkel		776
	artistiek							777
de	arts		znw		A2	dokter		778
de	as							779
	a.s.							780
de	asbak							781
het	asbest							782
het	asfalt							783
het	asiel		znw		B2	plaats waar je dieren adopteert		784
de	asielzoeker							785
het	asielzoekerscentrum							786
het	a.s.o.							787
	asociaal							788
het	aspect		znw		A2			789
de	asperge		znw					790
de	aspirant							791
de	aspiratie							792
de	aspirine							793
	assertief							794
de	assisen							795
de	assistent		znw		A2	man die assisteert of helpt		796
de	assistente		znw		A2	vrouw die assisteert of helpt		797
	assisteren							798
de	associatie		znw		B2	vereniging (bv. economisch) van mensen		799
de	associatie		znw		B2	psychologische relatie tussen twee ideeën		799
	associëren		ww					800
het	assortiment		znw					801
de	astma		znw					802
de	astrologie		znw					803
de	astronaut		znw					804
de	astronaute		znw					805
de	astronomie		znw					806
het	atelier		znw					807
het	atheneum		znw					808
	Atlantisch		bnw					809
de	atlas		znw					810
de	atleet		znw					811
de	atlete		znw					812
de	atletiek		znw					813
de	atmosfeer		znw					814
het	atoom		znw					815
de	atoombom		znw					816
	attent		bnw					817
de	attentie		znw					818
de	attractie		znw					819
het	attribuut		znw					820
	au		tsw					821
	a.u.b.							822
de	aubergine		znw					823
de	audio							824
de	audioapparatuur							825
de	auditie							826
de	augurk							827
	augustus		znw		A1	8ste maand	Mijn verjaardag is in augustus.	828
de	aula		znw					829
de	auteur		znw		A2	schrijver		830
	authentiek							831
de	auto		znw		A1	bv. Volkswagen, BMW, Renault, …	Raymond gaat met de auto naar het werk.	832
de	autobelasting							833
de	autobiografie							834
de	autobus							835
	autochtoon		bnw					836
de	autochtoon		znw					837
de	automaat		znw					
	automatisch		bnw		A2	vanzelf		838
	automatiseren		ww			automatisch maken		839
de	automatisering							
de	automobilist							
de	automobiliste							
de	autonomie		znw					840
	autonoom		bnw					841
de	autoped		znw					842
	autorijden		ww		A2			843
	autoritair		bnw					844
de	autoriteit		znw					845
de	autostop		znw			(BE) liften		846
de	autostrade		znw			(BE) snelweg, straat waar je tot 120km/u rijdt		847
de	autoweg		znw		A2	deel van een straat voor auto’s		848
de	avances		znw					849
de	avatar		znw					850
	averechts		bnw					851
de	averij		znw					852
de	avocado		znw					853
de	avond		znw		A1	periode van ± 18 u. tot 24 u.		854
het	avondeten		znw		A2	eten om ± 18 u.		855
de	avondkrant		znw					856
het	avondmaal		znw			diner, eten om ± 18 u.		857
de	avondvierdaagse		znw					858
de	avonturier		znw					859
het	avontuur		znw		B1			860
	avontuurlijk		bnw		B1			861
de	AVRO		znw					862
de	ayatollah		znw					863
het	azc		znw			azielzoekerscentrum		864
	azen op		ww		C1			865
de	azijn		znw		A2			866
