	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
de	tosti		znw*	tosti's; /*	A2*	(NL)	
	tot		ovw; vz*	*	A1		
	tot		ovw; vz*	*	A2		
	totaal		bnw; znw*	totale; totaler, totaalst*	A2		
	totaal		bnw; znw*	totale; totaler, totaalst*	A2		
het	totaal		bnw; znw*	totalen; totaaltje*	A2		
	total loss		bnw*	/; /, /*	B2*		
	totdat		ovw*	*	B1*		
de	totstandkoming		znw*	totstandkomingen; /*	B2*		
de	toupet		znw*	toupetten; toupetje*	B2*		
de	tour		znw*	tours; tourtje*	B1*		
de	touringcar		znw*	touringcars; /*	B2*		
de	tournee		znw*	tournees; tourneetje*	B1*		
de	touroperator		znw*	touroperatoren; /*	B2*		
het	touw		znw*	touwen; touwtje*	A2		
	t.o.v.		afk*	*	B2*	ten opzichte van	
de	tovenaar		znw*	tovenaars; tovenaartje*	B1*		
de	tovenares		znw*	tovenaressen; tovenaresje*	B2*		
de	tovenarij		znw*	tovenarijen; tovenarijtje*	B1*		
	toveren		ww*	tover, toverde, getoverd*	B1*		
de	toverkracht		znw*	/; /*	B2*		
	traag		bnw*	trage; trager, traagst*	A2		
de	traan		znw; znw*	/; /*	A2*		
het	traangas		znw*	traangassen; /*	B2*		
	traceren		ww*	traceer, traceerde, getraceerd*	B2*		
	trachten		ww*	tracht, trachtte, getracht*	B2*		
de	tractor		znw*	tractoren; tractortje*	A2*		
de	traditie		znw*	tradities; traditietje*	B2*		
	traditioneel		bnw*	traditionele; traditioneler, traditioneelst*	A2		
de	tragedie		znw*	tragediën; /*	B2*		
de	tragiek		znw*	/; /*	B2*		
	tragisch		bnw*	tragische; tragischer, /*	B2*		
de	trailer		znw*	trailers; /*	B2*		
	trainen		ww*	train, trainde, getraind*	A2*		
de	traiteur		znw*	traiteurs; /*	B2*		
het	traject		znw*	trajecten; trajectje*	B2*		
	trakteren		ww*	trakteer, trakteerde, getrakteerd*	B1*		
de	tralie		znw*	traliën; tralietje*	B1*		
de	tram		znw*	trammen; trammetje*	A1		
de	trampoline		znw*	trampolines; trampolinetje*	B1*		
de	trance		znw*	trances; /*	B2*		
	tranen		ww*	traan, traande, getraand*	A2*		
de	transactie		znw*	transacties; /*	B2*		
de	transfer		znw*	transfers; transfertje*	B2*		
	transformeren		ww*	transformeer, transformeerde, getransformeerd*	B2*		
de	transgender		znw; bnw*	transgenders; /*	B1*		
	transparant		znw; bnw*	transparante; transparanter, transparantst*	B2*		
de	transpiratie		znw*	transpiraties; /*	B2*		
	transplanteren		ww*	transplanteer, transplanteerde, getransplanteerd*	B2*		
het	transport		znw*	transporten; transportje*	B1*		
	transporteren		ww*	transporteer, transporteerde, getransporteerd*	B2*		
de	trant		znw*	tranten; /*	B2*		
de	trap		znw; znw*	trappen; trapje*	A2		
	trappelen		ww*	trappel, trappelde, getrappeld*	B1*		
	trappen		ww*	trap, trapte, getrapt*	A2*		
de	trapper		znw*	trappers; trappertje*	B2*		
het	trauma		znw*	trauma's; traumaatje*	B2*		
	traumatisch		bnw*	traumatische; traumatischer, /*	B2*		
de	travestiet		znw*	travestieten; /*	B2*		
de	trechter		znw*	trechters; trechtertje*	B1*		
de	tred		znw*	treden; tredje*	B2*		
de	trede		znw*	treden; /*	B1*		
	treden		ww*	treed, trad, getreden*	A2		
	treffen		ww; znw*	tref, trof, getroffen*	B1*		
het	treffen		ww; znw*	/; /*	B1*		
	treffend		bnw*	treffende; treffender, treffendst*	B2*		
de	treffer		znw*	treffers; treffertje*	B2*		
het	trefwoord		znw*	trefwoorden; /*	B2*		
	trefzeker		bnw*	trefzekere; trefzekerder, trefzekerst*	B2*		
de	trein		znw*	treinen; treintje*	A2*		
	treiteren		ww*	treiter, treiterde, getreiterd*	B2*		
de	trek		znw*	trekken; trekje*	A2*		
	trekken		ww*	trek, trok, getrokken*	A2		
de	trekker		znw*	trekkers; trekkertje*	B2*		
de	trekpleister		znw*	trekpleisters; trekpleistertje*	B2*		
de	trekvogel		znw*	trekvogels; trekvogeltje*	B2*		
het	trema		znw*	trema's; tremaatje*	B2*		
de	trend		znw*	trends; trendje*	B2*		
	trendy		bnw*	/; trendyer, trendyst*	B2*		
	treuren		ww*	treur, treurde, getreurd*	B2*		
	treurig		bnw*	treurige; treuriger, treurigst*	B1*		
	treuzelen		ww*	treuzel, treuzelde, getreuzeld*	B1*		
het	tribunaal		znw*	tribunalen; tribunaaltje*	B2*		
de	tribune		znw*	tribunes; tribunetje*	B1*		
	triest		bnw*	trieste; triester, triestst*	B1*		
	trillen		ww*	tril, trilde, getrild*	B1*		
de	trilling		znw*	trillingen; trillinkje*	B1*		
de	trilogie		znw*	trilogieën; trilogietje*	B2*		
	trimmen		ww*	trim, trimde, getrimd*	B2*		
het	trio		znw*	trio's; triootje*	B2*		
de	triomf		znw*	triomfen; triomfje*	B2*		
	triomfantelijk		bnw*	triomfantelijke; triomfantelijker, triomfantelijkst*	B2*		
de	trip		znw; znw*	trippen; /*	B1*		
het	triplex		znw*	/; /*	B2*		
	trippelen		ww*	trippel, trippelde, getrippeld*	B2*		
	triviaal		bnw*	triviale; trivialer, triviaalst*	B2*		
	troebel		bnw*	troebele; troebeler, troebelst*	B2*		
	troef		znw*	troeven; troefje*	B2*		
de	troef		znw*	troeven; troefje*	B2*		
de	troep		znw*	troepen; troepje*	A2	(NL) rommel	
de	trofee		znw*	trofees; trofeetje*	B2*		
de	trom		znw*	trommen; trommetje*	B1*		
de	trombone		znw*	trombones; /*	B2*		
de	trommel		znw*	trommels; trommeltje*	B1*		
	trommelen		ww*	trommel, trommelde, getrommeld*	B1*		
de	trompet		znw*	trompetten; trompetje*	B1*		
de	troon		znw*	tronen; troontje*	B1*		
de	troonrede		znw*	troonredes; /*	B2*		
de	troost		znw*	/; /*	B1*		
	troosteloos		bnw*	troosteloze; troostelozer, troosteloost*	B2*		
	troosten		ww*	troost, troostte, getroost*	B1*		
de	tropen		znw*	tropen; /*	B2*		
	tropisch		bnw*	tropische; tropischer, /*	B1*		
de	tros		znw*	trossen; trosje*	B1*		
de	TROS						
	trots		znw; bnw; vz*	trotse; trotser, trotst*	A2		
de	trots		znw; bnw; vz*	/; /*	B1		
	trotseren		ww*	trotseer, trotseerde, getrotseerd*	B2*		
het	trottoir		znw*	trottoirs; trottoirtje*	B2*		
	trouw		bnw; znw; znw*	trouwe; trouwer, trouwst*	A2		
de	trouw		bnw; znw; znw*	trouwen; trouwtje*	A2		
	trouwen		ww*	trouw, trouwde, getrouwd*	A1		
	trouwens		bw*	*	B1*		
de	truc		znw*	trucs; truukje*	B1*		
de	truck		znw*	trucks; truckje*	B2*		
de	trui		znw; znw*	truien; truitje*	A2		
de	trut		znw*	trutten; trutje*	B1*		
	truttig		bnw*	truttige; truttiger, truttigst*	B2*		
de	tsaar		znw*	tsaren; tsaartje*	B2*		
het	T-shirt		znw*	t-shirts; t-shirtje*	A2*		
het	tso					(BE) technisch secundair onderwijs	
de	tsunami		znw*	tsunami's; tsunamietje*	B2*		
de	tuba		znw*	tuba's; tubaatje*	B2*		
de	tube		znw*	tubes; tubetje*	B1*		
de	tucht		znw*	/; /*	B2*		
de	tuchtcommissie		znw*	tuchtcommissies; /*	B2*		
het	tuig		znw*	tuigen; tuigje*	B2*		
	tuimelen		ww*	tuimel, tuimelde, getuimeld*	B1*		
de	tuin		znw*	tuinen; tuintje*	A2*		
de	tuinbouw		znw*	/; /*	B1*		
de	tuinder		znw*	tuinders; /*	B1*		
	tuinieren		ww*	tuinier, tuinierde, getuinierd*	B1*		
de	tuinman		znw*	tuinmannen; tuinmannetje*	B1*		
de	tuit		znw*	tuiten; tuitje*	B1*		
de	tulband		znw*	tulbanden; tulbandje*	B2*		
de	tulp		znw*	tulpen; tulpje*	A2*		
de	tumor		znw*	tumors; /*	B1*		
het	tumult		znw*	tumulten; /*	B2*		
de	tunnel		znw*	tunnels; tunneltje*	B1*		
	turbo-						
	turbulent		bnw*	turbulente; turbulenter, turbulentst*	B2*		
	turen		ww*	tuur, tuurde, getuurd*	B2*		
de	turf		znw*	turven; turfje*	B2*		
	Turkije						
	Turks		bnw; znw*	turkse; turkser, turkst*	B2*		
	turnen		ww*	turn, turnde, geturnd*	B1*		
	turquoise		bnw; znw*	/; turquoiser, turquoisest*	B2*		
	turven		ww*	turf, turfde, geturfd*	B2*		
	tussen		vz*	*	A1		
	tussenbeide		bw*	*	B2*		
	tussendoor		bw*	*	B1*		
het	tussendoortje		znw*	tussendoortjes; /*	B2		Als je niet ontbijt, riskeer je ongezonde tussendoortjes te gaan eten.
	tussenin		bw*	*	B2*		
	tussenkomen		ww*	kom tussen, tussenkwam, tussengekomen*	B2*		
de	tussenkomst		znw*	tussenkomsten; /*	B2*		
de	tussenpersoon		znw*	tussenpersonen; /*	B1*		
de	tussenstand		znw*	tussenstanden; tussenstandje*	B2*		
de	tussentijd		znw*	tussentijden; /*	B1*		
	tutoyeren		ww*	tutoyeer, tutoyeerde, getutoyeerd*	B2*		
	tuttig		bnw*	tuttige; tuttiger, tuttigst*	B2*		
de	tutu		znw*	tutu's; tutuutje*	B2*		
de	tv		znw*	tv's; tv'tje*	A1		
	twaalfde		tw; znw*	*	A1	12	
	twee		znw; tw*	*	A1	2	
	tweede		tw; znw; znw*	*	A2*	2de	
	tweedehands		bnw*	tweedehandse; /, /*	B1*		
de	Tweede Kamerverkiezingen						
de	tweedeling		znw*	tweedelingen; /*	B2*		
	tweederangs		bnw*	/; /, /*	B2*		
	tweejarig		bnw*	tweejarige; /, /*	B2*		
de	tweeling		znw*	tweelingen; /*	B1*		
de	Tweelingen		znw; znw*	tweelingen; /*	B1*		
	tweemaal		bw*	*	B2*		
de	tweestrijd		znw*	tweestrijden; /*	B2*		
de	tweet		znw*	tweets; tweetje*	B2*		
het	tweetal		znw*	tweetallen; tweetalletje*	B2*		
	tweetalig		bnw*	tweetalige; /, /*	B1*		
de	tweeverdieners						
	tweevoudig		bnw*	tweevoudige; /, /*	B2*		
de	twijfel		znw*	twijfels; twijfeltje*	A2		
	twijfelachtig		bnw*	twijfelachtige; twijfelachtiger, twijfelachtigst*	B2*		
	twijfelen		ww*	twijfel, twijfelde, getwijfeld*	B1*		
de	twijg		znw*	twijgen; twijgje*	B2*		
	twinkelen		ww*	twinkel, twinkelde, getwinkeld*	B2*		
	twintig		tw*	*	A1	20	
	twintigste		tw*	*	A1	20ste	
de	twist		znw; znw*	twisten; twistje*	B2*		
	twisten		ww*	twist, twistte, getwist*	B2*		
	twitteren		ww*	twitter, twitterde, getwitterd*	B2*		
de	tyfoon		znw*	tyfoons; /*	B2*		
het	type		znw*	typen; typetje*	A2		
de	typemachine		znw*	typemachines; typemachientje*	B2*		
	typen		ww*	typ, typte, getypt*	B1*		
	typeren		ww*	typeer, typeerde, getypeerd*	B2*		
	typerend		bnw*	typerende; typerender, typerendst*	B2*		
	typisch		bnw*	typische; typischer, /*	A2		
	t.z.t.		afk*	*	B2*	te zijner tijd	
