	Lemma	Fonetisch	Woordsoort	Vormen	ERK	Synoniem of definitie	Voorbeeldzin	Count
de	y		znw		A1	25ste letter van het alfabet		1
de	yen		znw		B2	Japans geld (¥)		2
de	yeti		znw		B2	mythische sneeuwman die woont in de Himalaya		3
de	yoga		znw		B1			4
de	yoga-instructeur		znw		B1	persoon die yogales geeft		5
de	yoghurt		znw		A2		Ik eet cornflakes met yoghurt als ontbijt.	6
het	yoghurtijs		znw		B1	bevroren dessert op basis van yoghurt		7
de	yup		afk; znw		B2	"young urban professional"		8
