	Lemma	Fonetisch	Woordsoort	Vormen	Erk	Synoniem of definitie	Voorbeeldzin
	adellijk		bnw*	adellijke; adellijker, adellijkst*	B2*		
de	adem		znw*	/; adempje*	A2		
	adembenemend		bnw*	adembenemende; adembenemender, adembenemendst*	B2*		
	ademen		ww*	adem, ademde, geademd*	A2		
	ademhalen		ww*	haal adem, ademhaalde, ademgehaald*	B1*		
de	ademhaling		znw*	ademhalingen; /*	B1*		
	adequaat		bnw*	adequate; adequater, adequaatst*	B2*		
de	ader		znw*	aders; adertje*	B1*		
	ADHD		znw*	/; /*	B2*		
	ad hoc		bnw*	/; /, /*	B2*		
het	adjectief		znw; bnw*	adjectieven; adjectiefje*	B1	bv. blauw, mooi, interessant, dik, …	Adjectieven krijgen soms een -e op het einde.
de	adjunct		znw*	adjuncten; /*	B2*		
de	administratie		znw*	administraties; administratietje*	A2(?)		
	adopteren		ww*	adopteer, adopteerde, geadopteerd*	B1*		
de	adoptie		znw*	adopties; /*	B1*		
	ad rem		bnw*	ad remme; ad remmer, ad remst*	B2*		
het	adres		znw*	adressen; adresje*	A1	waar je woont	Schrijf je naam en adres op dit papier.
	ADSL		znw*	/; /*	B2*		
de	advent		znw*	/; /*	B2*		
de	advertentie		znw*	advertenties; advertentietje*	B1*		
	adverteren		ww*	adverteer, adverteerde, geadverteerd*	B2*		
het	advies		znw*	adviezen; adviesje*	A2	suggestie, idee om iets beter te maken	
	adviseren		ww*	adviseer, adviseerde, geadviseerd*	B1*		
de	adviseur		znw*	adviseurs; adviseurtje*	B1*		
de	advocaat		znw*	advocaten; advocaatje*	A2		
de	advocaat		znw*	advocaten; advocaatje*	A2*	soort alcohol	
de	aerobics		znw*	aerobics; /*	B2*		
de	AEX		znw			Amsterdam Exchanges Index	
	af		bw; vz*	*	A2	klaar	Is je huiswerk al af?
	af		bw; vz*	*	A2	↔ op	Timmy, ga die tafel af!
	afbeelden		ww*	afbeeld, afbeeldde, afgebeeld*	B1*		
de	afbeelding		znw*	afbeeldingen; afbeeldinkje*	B2*		
	afblazen		ww*	afblaas, blies af, afgeblazen*	B2*		
de	afbraak		znw*	/; /*	B1*		
	afbreken		ww*	afbreek, afbrak, afgebroken*	B1*		
de	afbreuk		znw*	afbreuken; /*	B2*		
het	afdak		znw*	afdaken; afdakje*	B1*		
	afdalen		ww*	afdaal, daalde af, afgedaald*	B2*		
de	afdaling		znw*	afdalingen; afdalinkje*	B2*		
	afdanken		ww*	afdank, dankte af, afgedankt*	B1*		
	afdekken		ww*	afdek, afdekte, afgedekt*	B1*		
de	afdeling		znw*	afdelingen; afdelinkje*	A2	departement	
	afdingen		ww*	afding, dong af, afgedongen*	B2*		
	afdoen		ww*	doe af, afdeed, afgedaan*	B2*		
	afdoen aan		ww				
	afdrogen		ww*	droog af, afdroogde, afgedroogd*	B1*		
de	afdruk		znw*	afdrukken; afdrukje*	B1*		
	afdrukken		ww*	afdruk, afdrukte, afgedrukt*	B1*		
	afdwingen		ww*	dwing af, dwong af, afgedwongen*	B2*		
	af en toe		bw		A2	soms	
de	affaire		znw*	affaires; affairetje*	B2*		
de	affiche		znw*	affiches; affichetje*	B2*		
	afficheren		ww*	afficheer, afficheerde, geafficheerd*	B2*		
de	affiniteit		znw*	affiniteiten; /*	B2*		
	afgaan		ww*	afga, ging af, afgegaan*	B1*		
	afgaan op		ww				
de	afgang		znw*	afgangen; /*	B2*		
	afgedaan		bnw*	afgedane; /, /*	B2*		
	afgelasten		ww*	gelast af, afgelastte, afgelast*	B2*		
	afgelegen		bnw*	/; afgelegener, afgelegenst*	B2*		
	afgelopen		bnw*	/; /, /*	A2	gedaan	
de	afgevaardigde		znw*	afgevaardigden; /*	B2*		
	afgeven		ww*	geef af, afgaf, afgegeven*	B1*		
	afgeven op		ww				
	afgezaagd		bnw*	afgezaagde; afgezaagder, afgezaagdst*	B2*		
	afgezien van		bnw			behalve, zonder	
de	afgod		znw*	afgoden; afgodje*	B2*		
	afgrijselijk		bnw*	afgrijselijke; afgrijselijker, afgrijselijkst*	B2*		
het	afgrijzen		znw*	/; /*	B2*		
de	afgrond		znw*	afgronden; afgrondje*	B2*		
de	afgunst		znw*	afgunsten; /*	B2*		
het	afhaalrestaurant		znw*	afhaalrestaurants; afhaalrestaurantje*	B2*		
	afhaken		ww*	haak af, haakte af, afgehaakt*	B2*		
	afhandelen		ww*	handel af, handelde af, afgehandeld*	B2*		
	afhangen van		ww		B1	veranderen met	
	afhankelijk		bnw*	afhankelijke; afhankelijker, afhankelijkst*	A2(?)		
	afhankelijk van		afk*	*	B2*		
	afhouden		ww*	afhou, afhield, afgehouden*	B2*		
	afk.		znw*	/; /*	B2*	afkorting	
de	afkeer		znw*	/; /*	B2*		
	afkeuren		ww*	afkeur, afkeurde, afgekeurd*	B1*		
de	afkeuring		znw*	afkeuringen; /*	B2*		
	afkicken		ww*	afkick, kickte af, afgekickt*	B1*		
	afkijken		ww*	kijk af, afkeek, afgekeken*	B1*		
	afknappen op		ww				
de	afknapper		znw*	afknappers; afknappertje*	B2*		
	afkoelen		ww*	afkoel, afkoelde, afgekoeld*	B1*		
	afkomen		ww*	kom af, afkwam, afgekomen*	B2	(BE) bezoeken, langskomen	
	afkomen op		afk*	*	B2*	naartoe komen	
	afkomen van		ww			zorgen dat je het niet meer hebt	
de	afkomst		znw*	afkomsten; afkomstje*	B1*	origine	
	afkomstig uit/van		bnw		A2		
	afkondigen		ww*	afkondig, afkondigde, afgekondigd*	B2*		
de	afkoopsom		znw*	afkoopsommen; afkoopsommetje*	B2*		
de	afkorting		znw*	afkortingen; /*	B1*		
	afleggen		ww*	afleg, legde af, afgelegd*	B1*		
	afleiden		ww*	leid af, afleidde, afgeleid*	B1*		
	afleiden uit		afk*	*	B2*		
de	afleiding		znw*	afleidingen; afleidinkje*	B1*		
	afleren		ww*	leer af, leerde af, afgeleerd*	B1*		
	afleveren		ww*	lever af, afleverde, afgeleverd*	B1*		
de	aflevering		znw*	afleveringen; afleveringetje*	B1*		
de	afloop		znw*	aflopen; /*	A2*		
	aflopen		ww*	afloop, afliep, afgelopen*	A2		
	aflossen		ww*	los af, loste af, afgelost*	B2*		
	afluisteren		ww*	luister af, luisterde af, afgeluisterd*	B1*		
	afmaken		ww*	maak af, maakte af, afgemaakt*	B1	eraan werken tot het klaar is	Ben je klaar? — Nee, ik maak het straks af.
de	afmeting		znw*	afmetingen; /*	B2*		
	afnemen		ww*	afneem, nam af, afgenomen*	B2		
	afpakken		ww*	afpak, afpakte, afgepakt*	B1		
	afraden		ww*	afraad, raadde af, afgeraden*	B1*		
de	afrastering		znw*	afrasteringen; /*	B2*		
	afrekenen		ww*	afreken, rekende af, afgerekend*	B1*		
de	afrekening		znw*	afrekeningen; afrekeningetje*	B2*		
	afremmen		ww*	afrem, remde af, afgeremd*	B2*		
	africhten		ww*	richt af, richtte af, afgericht*	B2*		
	Afrika					continent tussen Europa en de Zuidpool (Antarctica)	
	Afrikaans		znw; bnw*	afrikaanse; afrikaanser, afrikaanst*	B2*	uit Afrika	
het	Afrikaans		znw; bnw*	/; /*	B2*	taal van Zuid-Afrika die op Nederlands lijkt	
de	afrit		znw*	afritten; afritje*	B1*		
	afronden		ww*	rond af, afrondde, afgerond*	B2*	stilaan stoppen	
	afronden		ww*	rond af, afrondde, afgerond*	B2*	naar een meer geheel getal gaan	
	afschaffen		ww*	schaf af, schafte af, afgeschaft*	B1*		
het	afscheid		znw*	/; afscheidje*	A2	doei zeggen	
	afscheiden		ww*	afscheid, afscheidde, afgescheiden*	B2*		
zich	afscheiden van		ww				
de	afscheiding		znw*	afscheidingen; afscheidinkje*	B2*		
	afschepen met		ww				
	afschermen		ww*	scherm af, schermde af, afgeschermd*	B2*		
	afschilderen		ww*	schilder af, afschilderde, afgeschilderd*	B2*		
het	afschrift		znw*	afschriften; afschriftje*	B2*		
	afschrijven		ww*	schrijf af, afschreef, afgeschreven*	B2*		
	afschrikken		ww*	afschrik, schrikte af, afgeschrikt*	B2*		
	afschrikwekkend		bnw*	afschrikwekkende; afschrikwekkender, afschrikwekkendst*	B2*		
	afschuiven		ww*	afschuif, schoof af, afgeschoven*	B2*		
de	afschuw		znw*	/; /*	B2*		
	afschuwelijk		bnw*	afschuwelijke; afschuwelijker, afschuwelijkst*	B2*	verschrikkelijk	
	afschuwelijk		bnw*	afschuwelijke; afschuwelijker, afschuwelijkst*	B2*	heel erg (maar negatief)	
	afslaan		ww*	afsla, afsloeg, afgeslagen*	B1*	naar links of rechts gaan	
	afslaan		ww*	sla af, afsloeg, afgeslagen*	B1*	nee zeggen tegen een aanbod	
de	afslag		znw*	afslagen; afslagje*	B1*		
	afslanken		ww*	slank af, afslankte, afgeslankt*	B1*	dunner worden, afvallen	
	afsluiten		ww*	afsluit, afsloot, afgesloten*	B1	stoppen	
	afsluiten		ww*	afsluit, afsloot, afgesloten*	B1	(een contract) starten	
zich	afsluiten voor		ww				
	afsnijden		ww*	afsnij, sneed af, afgesneden*	B1*		
	afspelen		ww*	speel af, afspeelde, afgespeeld*	B1*		
zich	afspelen		ww*	speel af, speelde af, afgespeeld*	B1*	gebeuren (bv. verhaal)	
de	afspiegeling		znw*	afspiegelingen; /*	B2*		
	afsplitsen		ww*	splits af, afsplitste, afgesplitst*	B2*		
de	afsplitsing		znw*	afsplitsingen; /*	B2*		
de	afspraak		znw*	afspraken; afspraakje*	A1	plan of regel die je samen maakt	Mia heeft om 9 u. een afspraak met de dokter.
	afspreken		ww*	afspreek, afsprak, afgesproken*	A2	een plan of regel maken	
	afstaan		ww*	sta af, afstond, afgestaan*	B2*		
	afstammen van		ww				
de	afstand		znw*	afstanden; afstandje*	A2	hoe ver het is	
	afstandelijk		bnw*	afstandelijke; afstandelijker, afstandelijkst*	B2*		
de	afstandsbediening		znw*	afstandsbedieningen; afstandsbedieninkje*	B1*		
het	afstapje		znw				
	afsteken		ww*	steek af, stak af, afgestoken*	B1*		
	afstemmen op		ww				
	afstevenen op		ww				
	afstoten		ww*	afstoot, afstootte, afgestoten*	B2*		
	afstraffen		ww*	straf af, afstrafte, afgestraft*	B2*		
	afstuderen		ww*	afstudeer, afstudeerde, afgestudeerd*	B1*	je studies met succes beëindigen	
	aftakelen		ww*	aftakel, aftakelde, afgetakeld*	B2*		
de	aftershave		znw*	aftershaves; /*	B1*		
de	aftocht		znw*	aftochten; /*	B2*		
de	aftrap		znw*	aftrappen; aftrapje*	B2*		
	aftreden		ww*	aftreed, trad af, afgetreden*	B1*		
de	aftrek		znw*	aftrekken; /*	B1*		
	aftrekbaar		bnw*	aftrekbare; aftrekbaarder, aftrekbaarst*	B2*		
	aftrekken		ww*	aftrek, trok af, afgetrokken*	B1*		
de	aftrekpost		znw*	aftrekposten; aftrekpostje*	B2*		
	aftroeven		ww*	aftroef, troefde af, afgetroefd*	B2*		
	afvaardigen		ww*	vaardig af, vaardigde af, afgevaardigd*	B2*		
de	afvaardiging		znw*	afvaardigingen; /*	B2*		
het	afval		znw; znw*	/; /*	A2	dingen die je niet wil	
	afvallen		ww*	afval, viel af, afgevallen*	B1*	kilo's verliezen, dunner worden	
	afvegen		ww*	afveeg, veegde af, afgeveegd*	A2		
	afvloeien		ww*	afvloei, vloeide af, afgevloeid*	B2*		
de	afvoer		znw*	afvoeren; /*	B1*		
	afvoeren		ww*	afvoer, afvoerde, afgevoerd*	B1*		
zich	afvragen		ww*	vraag af, afvraagde, afgevraagd*	B1	nieuwsgierig zijn over iets	
	afvuren		ww*	vuur af, afvuurde, afgevuurd*	B1*		
	afwachten		ww*	wacht af, wachtte af, afgewacht*	B1		
de	afwachting		znw*	/; /*	B2*		
de	afwas		znw*	afwassen; afwasje*	B1	te wassen vaat	
de	afwasmachine		znw*	afwasmachines; afwasmachinetje*	B2*		
	afwassen		ww*	was af, waste af, afgewassen*	B1	de vaat wassen	
het	afweersysteem		znw*	afweersystemen; afweersysteempje*	B1*		
	afwegen		ww*	afweeg, afwoog, afgewogen*	B2*		
de	afweging		znw*	afwegingen; /*	B2*		
	afwenden		ww*	afwend, afwendde, afgewend*	B2*		
zich	afwenden van		ww				
	afwerken		ww*	afwerk, werkte af, afgewerkt*	B2*		
de	afwerking		znw*	afwerkingen; /*	B2*		
	afweten		ww*	/, /, /*	B2*	het laten ... = niet doen wat je belooft	
	afweten van		ww			vell kennis hebben over	
	afwezig		bnw*	afwezige; afweziger, afwezigst*	A2	niet hier	
	afwijken		ww*	afwijk, afweek, afgeweken*	B2*		
	afwijken van		ww				
de	afwijking		znw*	afwijkingen; afwijkinkje*	B1*		
	afwijzen		ww*	afwijs, afwees, afgewezen*	B1*		
de	afwikkeling		znw*	afwikkelingen; /*	B2*		
	afwisselen		ww*	afwissel, afwisselde, afgewisseld*	B1*		
	afwisselend		bnw*	afwisselende; afwisselender, afwisselendst*	B1*	alternerend	
de	afwisseling		znw*	afwisselingen; /*	B1*		
	afz.		znw; bnw*	/; /, /*	B2*	afzender	
	afzeggen		ww*	zeg af, afzegde, afgezegd*	B1*		
de	afzender		znw*	afzenders; /*	B1*		
de	afzet		znw*	afzetten; /*	B2*		
	afzetten		ww*	zet af, zette af, afgezet*	B2*	te veel doen betalen	
	afzetten		ww*	zet af, zette af, afgezet*	B2*	amputeren	
	afzien		ww*	zie af, zag af, afgezien*	B2*		
	afzienbaar		bnw*	afzienbare; afzienbaarder, afzienbaarst*	B2*		
	afzien van		ww				
	afzijdig		bnw*	afzijdige; afzijdiger, afzijdigst*	B2*		
	afzonderen		ww*	afzonder, afzonderde, afgezonderd*	B2*		
de	afzondering		znw*	afzonderingen; /*	B2*		
	afzonderlijk		bnw*	afzonderlijke; /, /*	B1	individueel, apart	
de	afzuigkap		znw*	afzuigkappen; /*	B1*		
	afzweren		ww; ww*	zweer af, afzweerde, afgezworen*	B2*		
de	agenda		znw*	agenda's; agendaatje*	A1	boek met datums en planning	Ik schrijf alle afspraken in mijn agenda.
de	agent		znw; znw*	agenten; agentje*	A2	1. persoon die iets voor iemand anders doet 2. politieman	
de	agente		znw*	agentes; /*	A2*		
	agrarisch		bnw*	agrarische; agrarischer, /*	B2*		
de	agressie		znw*	agressies; /*	B1*		
	agressief		bnw*	agressieve; agressiever, agressiefst*	B1*		
de	aids		znw*	/; /*	A2*		
de	airbag		znw*	airbags; /*	B1*		
de	airconditioning		znw*	airconditionings; /*	B1*		
de	AIVD		znw*	/; /*	B2*	Algemene Inlichtingen- en Veiligheidsdienst	
de	ajuin		znw*	ajuinen; ajuintje*	B2*	(BE) ui	
	akelig		bnw*	akelige; akeliger, akeligst*	B2*		
de	akker		znw*	akkers; akkertje*	B1*		
	akkoord		znw; tsw; bnw*	/; /, /*	B1	van dezelfde mening	
het	akkoord		znw; tsw; bnw*	akkoorden; akkoordje*	B1	overeenkomst, afspraak	
het	akkoord		znw; tsw; bnw*	akkoorden; akkoordje*	B1*	harmonie: noten die je samenspeelt (muziek)	
de	akoestiek		znw*	/; /*	B2*		
de	akte		znw*	akten; /*	B2*		
	al		bw; vnw; ovw; znw*	*	A2*	... +de	
	al		bw; vnw; ovw; znw*	*	A2	↔ nog	
	al		bw; vnw; ovw; znw*	*	B2	zelfs in het geval dat	
het	alarm		znw*	alarmen; alarmpje*	B1*	sirene	
het	album		znw*	albums; albumpje*	B1	collectie met foto's of liedjes	
de	alcohol		znw*	alcoholen; /*	A2*		
	aldoor		bw*	*	B2	voortdurend, onophoudelijk	
	aldus		bw*	*	B2	zo zegt	
	aleer		ovw*	*	B2*	voordat	
	alert		bnw*	alerte; alerter, alertst*	B2*		
het	alfabet		znw*	alfabetten; /*	A1	letters in een taal	
	alfabetisch		bnw*	alfabetische; alfabetischer, /*	B2*		
	algeheel		bnw*	algehele; /, /*	B2*		
	algemeen		bnw; znw*	algemene; algemener, algemeenst*	A2	globaal, niet specifiek	
	alhoewel		ovw*	*	B2*		
	alias		znw; bw*	*	B2*		
het	alibi		znw*	alibi's; /*	B2*		
de	alimentatie		znw*	alimentaties; alimentatietje*	B2*		
de	alinea		znw*	alinea's; alineaatje*	B1*		
	Allah		znw			Arabische naam voor God (gebruikt in de Islam)	
	allang		bw*	*	B2*		
	alle		vnw*	*	A2*	al + de	
	allebei		tw*	*	A2	alletwee; beide	
	alledaags		bnw*	alledaagse; alledaagser, alledaagst*	B2*		
	alleen		bnw; bw*	*	A1	zonder andere(n)	
	alleen		bnw; bw*	*	A2*	niks anders	
	alleenstaand		bnw*	alleenstaanden; /, /*	B1*		
	allemaal		vnw; bw*	*	A2	alles, allen	
	allen	ɑlə(n)	vnw*	*	A2	iedereen	
	allengs		bw*	*	B2*	beetje bij beetje meer	
	aller-					van allemaal	
	allereerst		bnw*	/; /, allereerst*	B2*	voor alles anders	
de	allergie		znw*	allergieën; /*	B1*		
	allerhande		znw; vnw*	*	B2*		
	Allerheiligen		znw*	/; /*	B2*	feestdag van alle heiligen op 1 november	
	allerlei	ɑlərlɛi	vnw; znw*	*	A2	diverse; veel soorten	.
	allerminst		vnw*	*	B2*		
	Allerzielen		znw*	/; /*	B2*	feestdag voor de doden op 2 november	
	alles		vnw; znw*	*	A1	alle dingen	
	allesbehalve		bw*	*	B2*		
	alleszins		bw*	*	B2*		
de	alliantie		znw*	allianties; alliantietje*	B2*		
	allicht		bw*	*	B2*	natuurlijk, bijna zeker	
	allochtoon		bnw; znw*	allochtone; allochtoner, allochtoonst*	B1*	uit een ander land (daar geboren of via familie)	
de	allochtoon		bnw; znw*	allochtonen; allochtoontje*	B1*	persoon uit een ander land (daar geboren of via familie)	
	allround		bnw; znw*	/; /, /*	B2*	in alle aspecten, op alle vlakken	
	allure		znw*	allures; /*	B2*		
	alom		bw*	*	B2*	overal, in vele plaatsen	
	alomtegenwoordig		bnw*	alomtegenwoordige; /, /*	B2*		
	als		ovw*	*	A2	wanneer; op het moment dat	Als het winter is, is het vaak koud.
	als		ovw*	*	A2	in de situatie dat	Laat maar weten als je niet kunt komen.
	alsjeblieft		tsw*	*	A1	↔ dank je wel	Alsjeblieft, hier is je vijf euro. Kan je het raam openen, alsjeblieft?
	alsmede		ovw*	*	B2*		
	alsnog		bw*	*	B2*		
	alsof		ovw*	*	A2		
	alstublieft		tsw*	*	A1	↔ dank u wel	Alstublieft, hier is de rekening. Voor mij een espresso, alstublieft.
de	alt		znw; znw*	/; /*	B2*		
het	altaar		znw*	altaren; altaartje*	B1*		
	alternatief		bnw; znw*	alternatieve; alternatiever, alternatiefst*	B2*		
het	alternatief		bnw; znw*	alternatieven; alternatiefje*	B2*		
	althans		bw; ovw*	*	B1	tenminste, in elk geval	
	altijd		bw*	*	A1	↔ nooit	
	altruïstisch		bnw*	altruïstische; altruïstischer, /*	B2*		
het	aluminium		bnw; znw*	/; /*	B1*		
	alvast		bw*	*	A2	voordat iets gebeurt	Oké, ik zal alvast tickets kopen voor morgen.
	alvorens		ovw*	*	B2*		
	alweer		bw*	*	A2	opnieuw, voor de zoveelste keer	Hij heeft alweer een nieuwe vriendin!
de	alzheimer		znw*	/; alzheimertje*	B1*		
	a.m.		bw*	*	B2*	ante meridiem: voor de middag	
de	amandel		znw*	amandels; amandeltje*	B2*		
het	ambacht		znw*	ambachten; ambachtje*	B1*	beroep met handwerk	
	ambachtelijk		bnw*	ambachtelijke; ambachtelijker, ambachtelijkst*	B2*	op traditionele wijze	
de	ambassade		znw*	ambassades; ambassadetje*	B1		
de	ambassadeur		znw*	ambassadeurs; ambassadeurtje*	B1*		
de	ambassadrice		znw*	ambassadrices; /*	B2*		
	ambetant		bnw*	ambetante; ambetanter, ambetantst*	B2*		
de	ambiance		znw*	ambiances; /*	B2*		
de	ambitie		znw*	ambities; ambitietje*	B2*		
	ambitieus		bnw*	ambitieuze; ambitieuzer, ambitieust*	B2*		
	ambivalent		bnw*	ambivalente; ambivalenter, ambivalentst*	B2*		
het	ambt		znw*	ambten; ambtje*	B2*		
	ambtelijk		bnw*	ambtelijke; ambtelijker, ambtelijkst*	B2*		
de	ambtenaar		znw*	ambtenaars; ambtenaartje*	B1		
de	ambulance		znw*	ambulances; ambulancetje*	B1*		
de	amfibie		znw*	amfibieën; amfibietje*	B2*		
de	amnestie		znw*	amnestieën; /*	B2*		
	amper		bw*	*	B2*		
de	ampersand		znw*	ampersands; /*	B2*	symbool: &	
	amputeren		ww*	amputeer, amputeerde, geamputeerd*	B2*		
	amusant		bnw*	amusante; amusanter, amusantst*	B2*		
het	amusement		znw*	/; /*	B2*		
	amuseren		ww*	amuseer, amuseerde, geamuseerd*	B2*		
zich	amuseren		ww*	amuseer, amuseerde, geamuseerd*	B2*		
de	amv		znw*	amv's; /*	B2*		
de	analfabeet		znw; bnw*	analfabeten; analfabeetje*	B2*		
de	analist		znw*	analisten; analistje*	B2*		
de	analyse		znw*	analysen; analysetje*	B1		
	analyseren		ww*	analyseer, analyseerde, geanalyseerd*	B1		
de	ananas		znw*	ananassen; ananasje*	B2*	🍍 soort fruit	Eet jij graag pizza met ananas?
de	anarchie		znw*	anarchieën; /*	B2*		
de	anantomie						
	ander		vnw; bnw*	andere; /, /*	A1	niet dezelfde	
	anderhalf		tw*	anderhalve	A2	1,5	Het brood kost anderhalve euro.
	andermaal		bw*	*	B2*		
	andermans		vnw*	*	B2*		
	anders		bnw; bw*	*	A2	≠, niet op dezelfde manier	
	anders		bnw; bw*	*	A2	zo niet	
	andersom		bw*	*	B1*		
	anderzijds		bw*	*	B1	aan de andere kant	
de	andijvie		znw*	/; /*	B1*		
de	anekdote		znw*	anekdotes; anekdotetje*	B2*		
de	angel		znw*	angels; angeltje*	B1*		
de	angst		znw*	angsten; angstje*	B1	schrik; bang gevoel	
	angstaanjagend		bnw*	angstaanjagende; angstaanjagender, angstaanjagendst*	B2*		
	angstig		bnw*	angstige; angstiger, angstigst*	B1	bang en nerveus	
	angstvallig		bnw*	angstvallige; angstvalliger, angstvalligst*	B2*		
de	anijs		znw*	/; /*	B2*		
de/het	animo		znw*	/; /*	B2*		
de	anjer		znw*	anjers; anjertje*	B2*		
het	anker		znw; znw*	ankers; ankertje*	B1*		
	annex		ovw*	*	B2*		
	anno		bw*	*	B2*	in het jaar	
	annuleren		ww*	annuleer, annuleerde, geannuleerd*	B1*		
	anoniem		bnw*	anonieme; anoniemer, anoniemst*	B1*		
het	ANP		znw*	/; /*	B2*		
de	ansichtkaart		znw*	ansichtkaarten; ansichtkaartje*	B2*		
de	antenne		znw*	antennen; antennetje*	B1*		
	anti		vz*	*	B2*		
het	antibioticum		znw*	antibiotica; /*	B2*		
	anticiperen		ww*	anticipeer, anticipeerde, geanticipeerd*	B2*		
de	anticonceptie		znw*	/; /*	B2*		
de	anticonceptiepil		znw*	anticonceptiepillen; anticonceptiepilletje*	B2*		
het	antidepressivum		znw*	antidepressiva; /*	B2*		
	antiek		znw; bnw*	antieke; antieker, antiekst*	B1		
het	antiek		znw; bnw*	/; /*	B1*		
het	antigifcentrum		znw*	antigifcentra; /*	B2*		
de	antiheld		znw*	antihelden; /*	B2*		
de	antipathie		znw*	antipathieën; /*	B2*		
	antipathiek		bnw*	antipathieke; antipathieker, antipathiekst*	B2*	onsympathiek	
de	antiquair		znw*	antiquairs; /*	B2*		
het	antwoord		znw*	antwoorden; antwoordje*	A1	↔ vraag	Het antwoord op vraag 11 is “C”.
het	antwoordapparaat		znw*	antwoordapparaten; antwoordapparaatje*	B2*		
	antwoorden		ww*	antwoord, antwoordde, geantwoord*	A2	antwoord geven	
de	anus		znw*	anussen; /*	B2*		
de	ANWB		znw*	/; /*	B2*		
de	AOW		znw; znw*	aow's; aow'tje*	B1*		
	apart		bnw*	aparte; aparter, apartst*	A2	niet samen	
het	apenstaartje					symbool: @	
het	aperitief		znw*	aperitieven; aperitiefje*	B2*		
de	apin		znw*	apinnen; apinnetje*	B2*		
de	apk		znw*	apk's; /*	B2*		
de	apotheek		znw*	apotheken; apotheekje*	A2	waar je medicamenten koopt	Ik koop Ibuprofen bij de apotheek.
de	app		znw*	apps; appje*	B1*		
het	apparaat		znw*	apparaten; apparaatje*	A2	toestel, machine	
de	apparatuur		znw*	/; /*	B1*		
het	appartement		znw*	appartementen; appartementje*	B1	flat	Woon je in een appartement?
het	appartementsgebouw		znw*	appartementsgebouwen; appartementsgebouwtje*	B2*		
de	appel		znw; znw*	appelen; appeltje*	A2	rond fruit: 🍏	Boris eet elke dag een appel.
het	appel		znw; znw*	appels; appelletje*	A2*		
de	appelflap		znw*	appelflappen; appelflapje*	B1*		
de	appelmoes		znw*	/; appelmoesje*	A2*		
de	appelsien		znw*	appelsienen; appelsientje*	B2*	(BE) groot rond oranje fruit: 🍊	
	appeltje, eitje					gemakkelijk	
	appen		ww*	app, appte, geappt*	B1*		
	april		znw*	aprillen; /*	A1	4de maand	
de	aquarel		znw*	aquarellen; aquarelletje*	B2*		
het	aquarium		znw*	aquariums; aquariumpje*	B1*	bak met water voor bv. vissen, waterplanten, ...	
het	aquarium		znw*	aquariums; aquariumpje*	B1*	gebouw met grote aquaria, soort waterdierentuin	
de	ara		znw*	ara's; /*	B2*	soort papegaai	
de	Arabier		znw*	arabieren; arabiertje*	B2*		
	Arabisch		bnw; znw*	arabische; arabischer, /*	B2*		
	Aramees		bnw; znw*	aramese; arameser, arameest*	B2*		
de	arbeid		znw*	/; /*	A2	werk, vaak hard en/of fysiek	
de	arbeider		znw*	arbeiders; arbeidertje*	A2	persoon die (vaak fysiek) werk doet	
het	arbeidsbureau		znw*	arbeidsbureaus; arbeidsbureautje*	B1*		
het	arbeidshof		znw*	arbeidshoven; /*	B2*		
de	arbeidsmarkt		znw*	arbeidsmarkten; arbeidsmarktje*	B1*		
de	arbeidsomstandigheden		znw*	arbeidsomstandigheden; /*	B2*		
	arbeidsongeschikt		bnw*	arbeidsongeschikte; arbeidsongeschikter, arbeidsongeschiktst*	B1*		
de	arbeidsrechtbank		znw*	arbeidsrechtbanken; /*	B2*		
de	arbeidsvoorwaarden						
de	arbiter		znw*	arbiters; /*	B2*		
het	Arbitragehof		znw*	/; /*	B2*	(BE)	
de	arbodienst		znw*	arbodiensten; /*	B1*	(NL)	
	arceren		ww*	arceer, arceerde, gearceerd*	B2*	vullen of inkleuren met parallelle lijntjes	
de	archeologie		znw*	/; /*	B2*		
	archeologisch		bnw*	archeologische; archeologischer, /*	B2*		
de	archeoloog		znw*	archeologen; /*	B2*		
het	archetype		znw*	archetypen; /*	B2*		
het	archief		znw*	archieven; archiefje*	B2*		
de	architect		znw*	architecten; architectje*	B1*		
de	architectuur		znw*	architecturen; architectuurtje*	B2*		
de	are		znw*	ares; /*	B2*		
de	arena		znw*	arena's; arenaatje*	B2*		
de	arend		znw*	arenden; arendje*	B2*		
	argeloos		bnw*	argeloze; argelozer, argeloost*	B2*		
het	argument		znw*	argumenten; argumentje*	B1	reden in een discussie	
de	argumentatie		znw*	argumentaties; /*	B2*		
de	argusogen		znw*	argusoog; argusoogjes*	B2*		
de	argwaan		znw*	/; /*	B2*		
	argwanen						
	arm		bnw; znw*	arme; armer, armst*	A2	niet rijk	
de	arm		bnw; znw*	armen; armpje*	A1	↔ been	
de	armband		znw*	armbanden; armbandje*	B1*		
	armetierig		bnw*	armetierige; armetieriger, armetierigst*	B2*		
de	armoe		znw*	/; /*	B2*		
de	armoede		znw*	/; armoedje*	B1*		
	armoedig		bnw*	armoedige; armoediger, armoedigst*	B1*		
	armzalig		bnw*	armzalige; armzaliger, armzaligst*	B2*		
het	aroma		znw*	aroma's; /*	B2*		
	aromatisch		bnw*	aromatische; aromatischer, /*	B2*		
het	arrangement		znw*	arrangementen; arrangementje*	B2*		
	arrangeren		ww*	arrangeer, arrangeerde, gearrangeerd*	B2*		
het	arrest		znw*	arresten; /*	B2*		
